gene,raw_r,raw_p,clean_r,clean_p,delta_r,depth_confounded
TMEM87B,-0.4376,3.512691436104867e-05,-0.4397,3.19159248818941e-05,-0.0021,False
SMIM3,-0.2309,0.035699097379333335,-0.4397,3.19888552805599e-05,-0.2088,True
ADRA1A,-0.409,0.00012369759686361239,-0.4397,3.191236175697965e-05,-0.0308,False
UBB,0.3476,0.0012836635602461277,0.4396,3.217880476294677e-05,0.092,False
MEA1,-0.1441,0.19384861451477797,-0.4396,3.208358395125636e-05,-0.2956,True
PPP1R26,0.1977,0.0732723038763368,0.4395,3.232548241568553e-05,0.2418,True
CNNM4,-0.3223,0.002963367329060013,-0.4394,3.247991068596695e-05,-0.117,False
TPSAB1,0.4314,4.674897160640993e-05,0.4394,3.247623521543014e-05,0.008,False
TUSC1,-0.0941,0.3972930867397125,-0.4394,3.246108896398698e-05,-0.3452,True
CEMIP,-0.405,0.0001458395570178504,-0.4393,3.256944747674219e-05,-0.0343,False
ATP8A2,0.405,0.00014603098754105664,0.4392,3.265739005871102e-05,0.0342,False
RBM34,0.0498,0.6550165455349808,0.4392,3.270747344968843e-05,0.3894,True
MXI1,0.126,0.25624896845281864,0.4391,3.2797532346345436e-05,0.3131,True
EDDM3A,-0.4285,5.309806769969466e-05,-0.439,3.3019824946979715e-05,-0.0105,False
PRPH2,-0.3442,0.0014417459430119712,-0.4389,3.320373649140473e-05,-0.0947,False
OGT,-0.3182,0.003368216665595184,-0.4389,3.314883100599295e-05,-0.1207,False
IL17F,0.4039,0.0001525319784275757,0.4389,3.3162543725351214e-05,0.035,False
STC1,-0.3355,0.0019328503152478667,-0.4389,3.320393835843435e-05,-0.1034,False
ING1,-0.3951,0.0002184778528799815,-0.4387,3.340960858591451e-05,-0.0436,False
HECTD2,-0.4233,6.679264947000927e-05,-0.4387,3.353434773198404e-05,-0.0153,False
DNAJB5,0.3066,0.004816230045880099,0.4387,3.349149645573079e-05,0.1321,False
PPFIA2,0.4337,4.205690158556751e-05,0.4386,3.363389046439393e-05,0.0049,False
KITLG,-0.3899,0.00026893856067441616,-0.4386,3.368505059592482e-05,-0.0487,False
C14orf169,-0.3902,0.0002653488859317662,-0.4386,3.3612880836658166e-05,-0.0484,False
ASF1B,-0.2378,0.030438193915100553,-0.4385,3.370447465889856e-05,-0.2008,True
CPSF4,0.1615,0.1445890870629193,0.4384,3.387203823948453e-05,0.2769,True
BTBD16,-0.4024,0.00016261439761988038,-0.4383,3.4038753225246445e-05,-0.036,False
HID1,-0.1579,0.1539470702774406,-0.4383,3.407885391223517e-05,-0.2804,True
LPIN2,-0.4381,3.439558682796258e-05,-0.4382,3.4251065429894915e-05,-0.0001,False
ADH1A,-0.1105,0.3200017189321125,-0.4382,3.4237928305191225e-05,-0.3277,True
SRRM2,-0.3473,0.0012951798654705653,-0.4381,3.4448815097349634e-05,-0.0908,False
COL17A1,-0.4313,4.694203528358991e-05,-0.438,3.4594275767723104e-05,-0.0067,False
COPS2,0.1689,0.12692452107465674,0.438,3.463232932999539e-05,0.2691,True
IRF5,-0.2154,0.050514553960148575,-0.438,3.453470379086312e-05,-0.2226,True
FAT2,-0.429,5.184953017291246e-05,-0.4379,3.474915184687951e-05,-0.0088,False
HSF4,0.2002,0.06953429393312464,0.4379,3.474045086580185e-05,0.2377,True
RPUSD1,0.398,0.00019478997160413735,0.4378,3.48265559917019e-05,0.0399,False
ITPRIPL2,-0.31,0.004345980165791637,-0.4378,3.487466204618731e-05,-0.1278,False
ZBED2,-0.4318,4.5735826612099484e-05,-0.4378,3.4874900189841226e-05,-0.006,False
MTX1,0.1555,0.16052497312397132,0.4377,3.5038220144901595e-05,0.2823,True
ZC2HC1A,-0.2325,0.034406575328599864,-0.4375,3.542280326624049e-05,-0.2049,True
WTIP,-0.4237,6.571871272233609e-05,-0.4374,3.55715283537188e-05,-0.0137,False
VASH1,-0.3399,0.0016699191223356234,-0.4372,3.5828791715478655e-05,-0.0974,False
DDX55,-0.081,0.46657327098664214,-0.4371,3.602346781248723e-05,-0.3561,True
ZNF671,0.4195,7.892128607624176e-05,0.437,3.6154361243704736e-05,0.0175,False
PAGE4,-0.4282,5.388169801007481e-05,-0.4369,3.638480098878852e-05,-0.0087,False
PPP5C,-0.1913,0.08324115961848237,-0.4369,3.636085032772034e-05,-0.2456,True
PDS5B,-0.3348,0.0019768310270939318,-0.4369,3.628225285812822e-05,-0.1021,False
ACSM3,0.3297,0.002336886772145032,0.4369,3.63243927741293e-05,0.1072,False
ACTL10,-0.415,9.582116533075992e-05,-0.4368,3.65608483572701e-05,-0.0218,False
SPDL1,-0.2259,0.04006253882020481,-0.4368,3.654423677462632e-05,-0.2109,True
ARHGAP42,0.4352,3.9240684205509093e-05,0.4366,3.6782302565510354e-05,0.0014,False
C21orf2,0.4171,8.774030354714664e-05,0.4366,3.687844730692417e-05,0.0195,False
C3orf52,-0.36,0.0008305374068359256,-0.4365,3.710472386896552e-05,-0.0765,False
DDX11,-0.1941,0.07867075815805696,-0.4364,3.712853294231399e-05,-0.2423,True
EIF4G3,-0.2933,0.0071251492019462435,-0.4363,3.7361372322030686e-05,-0.143,False
NEDD4,0.2535,0.02074101371833149,0.4363,3.731294985544225e-05,0.1828,False
RARRES1,-0.2032,0.06537855869787593,-0.4362,3.756145249052985e-05,-0.233,True
TXNDC11,-0.1933,0.07994299119914933,-0.4361,3.769045936074999e-05,-0.2428,True
HNF1B,-0.3628,0.0007489448113873288,-0.4359,3.8100228820768524e-05,-0.073,False
TSPAN11,0.166,0.1336377090856973,0.4358,3.8263815013909086e-05,0.2698,True
GALR1,-0.4352,3.9271309766928495e-05,-0.4357,3.84311535065373e-05,-0.0005,False
MICAL1,0.4244,6.367971633248344e-05,0.4357,3.847842900559746e-05,0.0112,False
COQ4,0.2291,0.03724465186117459,0.4356,3.861900966128653e-05,0.2065,True
CD3E,0.2208,0.044904228281457924,0.4355,3.881684645985009e-05,0.2147,True
VWCE,0.2978,0.006255996074064505,0.4355,3.8839892021946534e-05,0.1377,False
RHOG,-0.2633,0.016160903230832184,-0.4353,3.902440986654584e-05,-0.172,False
CNOT11,-0.2186,0.047112497009812696,-0.4352,3.928909026713166e-05,-0.2166,True
DTX1,-0.3668,0.0006467508094511329,-0.4351,3.9394515070010835e-05,-0.0683,False
SAAL1,-0.2827,0.00961043632663199,-0.435,3.9563997083684925e-05,-0.1523,False
PSD3,-0.3135,0.003896848553703411,-0.435,3.964163311652744e-05,-0.1215,False
IFITM1,-0.4049,0.00014648260533271603,-0.4349,3.98790447352703e-05,-0.03,False
TRAPPC9,0.1904,0.08473128777976037,0.4348,3.9924192096746915e-05,0.2445,True
C8orf46,0.4236,6.588656792120438e-05,0.4348,4.007229322661507e-05,0.0111,False
GSTK1,0.3868,0.00030341946873790963,0.4347,4.0156434279206414e-05,0.0479,False
NALCN,0.3471,0.001305983117886779,0.4346,4.046362894394699e-05,0.0875,False
WBSCR28,0.3833,0.00034837737334060125,0.4345,4.053343861952757e-05,0.0512,False
GRIN3B,-0.3793,0.0004059426855469986,-0.4345,4.058074609056551e-05,-0.0552,False
STYXL1,-0.1902,0.08495425284041525,-0.4344,4.077680208788206e-05,-0.2441,True
PKD1L2,-0.3608,0.0008060522405673347,-0.4343,4.0866649311698394e-05,-0.0735,False
WDR83OS,-0.3036,0.0052671339623210295,-0.4343,4.093946308780341e-05,-0.1307,False
IMPA2,0.4335,4.247736380632087e-05,0.4342,4.105635933744834e-05,0.0008,False
LRSAM1,-0.156,0.15912763870219104,-0.4342,4.113558285662589e-05,-0.2782,True
MUSTN1,0.1786,0.10620316091110973,0.4342,4.111064108719471e-05,0.2556,True
ZNF484,-0.0974,0.38117924868087233,-0.4341,4.12524126385528e-05,-0.3368,True
FGFBP1,-0.4024,0.00016251617020294638,-0.434,4.156647135627641e-05,-0.0316,False
FRRS1,0.0555,0.6184204386196281,0.4338,4.184991256119708e-05,0.3783,True
GPATCH2L,-0.3568,0.0009288873095532856,-0.4338,4.183708225239626e-05,-0.077,False
NFASC,0.2218,0.04392543775943498,0.4338,4.178897079233313e-05,0.2121,True
ZNF558,-0.4245,6.332345155578571e-05,-0.4337,4.213139673931633e-05,-0.0091,False
C15orf41,-0.4329,4.356884392681898e-05,-0.4336,4.23342630275452e-05,-0.0006,False
RRAD,-0.2864,0.008655989429415064,-0.4336,4.231217480791487e-05,-0.1471,False
NBAS,0.2367,0.03123920293351167,0.4335,4.2423677785379956e-05,0.1969,False
FADS1,-0.3675,0.0006308364465586636,-0.4335,4.244033982347025e-05,-0.066,False
NPTX2,-0.3766,0.00045022068156964164,-0.4335,4.24293559589827e-05,-0.0569,False
ASAP3,0.4322,4.504640931622264e-05,0.4332,4.311480078994726e-05,0.001,False
GPX7,-0.2051,0.06291848722766503,-0.433,4.3480643780766784e-05,-0.2279,True
SSRP1,-0.2031,0.06555762926567506,-0.433,4.333806170207946e-05,-0.2299,True
ASB7,-0.3928,0.00023917121561920372,-0.4329,4.362765299506341e-05,-0.04,False
RASGRP1,-0.2518,0.021655915779320446,-0.4325,4.448652227547443e-05,-0.1807,False
TPMT,0.1966,0.07484723130693875,0.4325,4.447598628216467e-05,0.2359,True
CCL2,-0.3573,0.0009146282930912333,-0.4325,4.43734300359447e-05,-0.0753,False
LSM7,-0.2673,0.014573700262800342,-0.4325,4.4365648241223686e-05,-0.1652,False
FBXW9,0.0946,0.3951406142078332,0.4324,4.450684083117136e-05,0.3379,True
STH,0.1514,0.17172976204349744,0.4324,4.457479897678486e-05,0.281,True
PNMAL1,-0.2544,0.020286531576098794,-0.4324,4.4652740408320794e-05,-0.178,False
APOOL,0.0926,0.4050565519146606,0.4324,4.46456789281016e-05,0.3398,True
MYL6,-0.1942,0.07860270210024108,-0.4324,4.4579255039102204e-05,-0.2383,True
PTPRT,0.397,0.00020252596208530598,0.4323,4.4907236059147255e-05,0.0353,False
KLHDC2,0.4295,5.081342723789157e-05,0.4323,4.483444727949189e-05,0.0028,False
ADCK2,-0.3754,0.0004709455994276532,-0.4322,4.509522531250178e-05,-0.0568,False
UBE2E1,-0.3187,0.0033153032611637078,-0.4322,4.5077956714997435e-05,-0.1134,False
FNDC1,0.4111,0.00011289295579582697,0.432,4.5426023827629386e-05,0.0209,False
CASP1,-0.2986,0.006111612142671146,-0.432,4.533162776163926e-05,-0.1335,False
SPECC1L,-0.2035,0.06506456922786596,-0.4317,4.6048203763485824e-05,-0.2282,True
KRT27,-0.4304,4.889928099283034e-05,-0.4315,4.649745740506658e-05,-0.0011,False
SAMD8,-0.4043,0.00015011824410324389,-0.4315,4.6490356960590105e-05,-0.0272,False
CERS2,0.4104,0.00011671142918643463,0.4314,4.6585475900414103e-05,0.0211,False
GYPC,-0.3531,0.0010606470832779855,-0.4313,4.685836550014042e-05,-0.0782,False
STK33,-0.4295,5.084748104383147e-05,-0.4312,4.698079000338857e-05,-0.0018,False
TMEM8A,-0.2184,0.04735210501958554,-0.4312,4.698771164837912e-05,-0.2129,True
DENND2D,-0.2962,0.006544285101831488,-0.4312,4.71766918281783e-05,-0.1349,False
CXCL2,-0.3289,0.002396829197136408,-0.4312,4.709386519073779e-05,-0.1023,False
BAG5,-0.3982,0.0001927356972506689,-0.4311,4.724595482181802e-05,-0.0329,False
VWF,-0.4037,0.0001542638166949855,-0.4311,4.740083140190829e-05,-0.0274,False
FAM160A2,0.2574,0.018808200641179763,0.431,4.7532093576569147e-05,0.1736,False
SLC10A7,-0.1093,0.3251901202750608,-0.431,4.750727399627052e-05,-0.3217,True
ZNF324B,0.1764,0.11065595313260977,0.431,4.76086674724423e-05,0.2546,True
LYRM9,-0.4266,5.777221083227864e-05,-0.4309,4.762168330377914e-05,-0.0043,False
ABHD17C,-0.261,0.01715999377591012,-0.4309,4.7622103296238166e-05,-0.1699,False
HSF2BP,-0.3287,0.0024117461624729468,-0.4308,4.7889920463197424e-05,-0.1021,False
ARMCX5,-0.2828,0.009596888638696701,-0.4308,4.791706952552237e-05,-0.1481,False
MLYCD,0.2857,0.008836352009402415,0.4307,4.822087929312243e-05,0.145,False
DEFB129,0.3885,0.0002835798454431458,0.4304,4.8820953748414396e-05,0.0418,False
ZMIZ1,-0.3421,0.0015503157033306672,-0.4304,4.886679921314065e-05,-0.0883,False
ADIPOR1,-0.3105,0.004282875133180957,-0.4304,4.872792062922159e-05,-0.12,False
IFI16,-0.4114,0.00011150185689487197,-0.4304,4.871593863989268e-05,-0.019,False
NKAIN2,-0.3072,0.0047349070516648625,-0.4303,4.912929058455242e-05,-0.1231,False
DAW1,-0.3959,0.0002112696608968628,-0.4302,4.920771802545644e-05,-0.0343,False
CHCHD4,0.3578,0.0008980623002530701,0.4302,4.9176688383606856e-05,0.0725,False
ALS2CR12,0.4186,8.196528900608478e-05,0.4299,4.994077603449782e-05,0.0113,False
LDLRAP1,-0.4295,5.080288072220863e-05,-0.4299,4.991394313812049e-05,-0.0004,False
CTR9,-0.1104,0.320384312542872,-0.4298,5.0041873569804273e-05,-0.3194,True
SLC25A29,-0.3366,0.0018608200227978671,-0.4298,5.0087479439296034e-05,-0.0932,False
CANX,0.0925,0.40575896513169457,0.4298,5.013517939290123e-05,0.3373,True
DPF3,0.4188,8.153726448144643e-05,0.4297,5.0379662728761436e-05,0.0109,False
LRRC8A,0.1309,0.23803203774597592,0.4295,5.0713805661635395e-05,0.2986,True
PDC,0.3512,0.001131505461221549,0.4295,5.070795435437348e-05,0.0783,False
PDE3A,0.3973,0.0002000403635473843,0.4292,5.159590025740829e-05,0.0319,False
PTDSS1,0.4283,5.371514418125974e-05,0.4291,5.181562988100034e-05,0.0008,False
ZNF800,-0.2261,0.039807375822187754,-0.4291,5.1717832958904995e-05,-0.203,True
PDE1B,-0.1775,0.10843265353157751,-0.4291,5.174869103632732e-05,-0.2516,True
GNPDA2,-0.3139,0.0038562859152088506,-0.4291,5.1636612548658963e-05,-0.1153,False
LIMCH1,-0.3052,0.005020776701461791,-0.4291,5.167319846357114e-05,-0.1239,False
USF2,-0.1074,0.33397879172288564,-0.4291,5.162126343137039e-05,-0.3218,True
CCZ1B,-0.1658,0.13402863154973596,-0.429,5.1899357549820676e-05,-0.2632,True
GUCA1A,0.3181,0.003377845065290327,0.429,5.189203976418596e-05,0.1109,False
NUDT21,-0.4156,9.329733451558579e-05,-0.4289,5.2216883656964695e-05,-0.0133,False
UBE2W,0.4106,0.00011547702877999546,0.4289,5.226046620486548e-05,0.0183,False
USP25,-0.1915,0.08284898727181773,-0.4288,5.2445322141138455e-05,-0.2373,True
CTSD,0.1791,0.10524877774000735,0.4288,5.2456718461326396e-05,0.2497,True
ARHGAP17,-0.412,0.00010894403948314107,-0.4288,5.2386687658107855e-05,-0.0168,False
SLITRK4,-0.1016,0.36077909127416846,-0.4287,5.254933813926671e-05,-0.3272,True
TMEM139,0.2823,0.009724513307902983,0.4286,5.291055136626636e-05,0.1463,False
RBM39,-0.1919,0.0822514397309141,-0.4285,5.303756664981163e-05,-0.2367,True
KIAA0355,-0.2413,0.027980938219403364,-0.4284,5.3445658819919044e-05,-0.1871,False
NDST1,-0.1699,0.12461490450208523,-0.4284,5.346421411787531e-05,-0.2585,True
ID1,-0.2409,0.028272325250635336,-0.4283,5.3619177149102736e-05,-0.1874,False
RAB3GAP2,-0.0315,0.7771321687238809,-0.4282,5.3755261700414495e-05,-0.3967,True
TMEM255B,-0.418,8.406420349220148e-05,-0.4281,5.4131618187398794e-05,-0.01,False
ATP4B,-0.3262,0.0026177663358549867,-0.4281,5.4012118453998784e-05,-0.1019,False
OS9,0.0713,0.5217588220837223,0.4281,5.406658756384041e-05,0.3568,True
CHST14,-0.3147,0.0037577490626119173,-0.428,5.432472934779935e-05,-0.1133,False
SLC22A2,0.2065,0.06106664428375358,0.428,5.435298430232958e-05,0.2215,True
HSD17B4,-0.3628,0.0007505982062066562,-0.4279,5.460331418728771e-05,-0.0651,False
GABPB1,-0.3125,0.00402042511974429,-0.4278,5.474675533527838e-05,-0.1153,False
CLHC1,-0.1418,0.2010656162458448,-0.4277,5.509701551634146e-05,-0.2859,True
LLGL1,-0.1216,0.27351558493431183,-0.4275,5.547041636134021e-05,-0.3059,True
MEX3D,-0.3761,0.0004584632336745471,-0.4275,5.5516633808278906e-05,-0.0514,False
UGCG,0.2821,0.00975949400350645,0.4275,5.5667424643342124e-05,0.1453,False
CCP110,-0.1074,0.3336404796867644,-0.4275,5.544673704692718e-05,-0.3201,True
MMS19,-0.2708,0.01327463952333493,-0.4272,5.6244579127439986e-05,-0.1564,False
PEG10,-0.1588,0.15154515375485877,-0.4271,5.651004348992932e-05,-0.2683,True
C10orf95,-0.2035,0.06496826787024335,-0.4271,5.65175283703362e-05,-0.2236,True
DEFB1,0.4173,8.682133341838394e-05,0.4271,5.6623486581643274e-05,0.0098,False
CMSS1,-0.2185,0.04724870619477859,-0.4269,5.713391002266982e-05,-0.2084,True
ZRANB1,0.384,0.0003388875813991798,0.4269,5.714234451572256e-05,0.0429,False
SERTAD1,-0.266,0.015085650210459135,-0.4268,5.724710836759469e-05,-0.1609,False
CSTF2,-0.3827,0.0003557548624662737,-0.4268,5.7277486144906714e-05,-0.0441,False
C17orf96,-0.1713,0.12143284062570879,-0.4267,5.758517345575692e-05,-0.2554,True
IFRD2,0.1459,0.18827879892823562,0.4267,5.7565814432301454e-05,0.2808,True
NOP16,0.3167,0.0035297232584404255,0.4265,5.7991985354555566e-05,0.1098,False
ATP1B3,-0.174,0.11565470154541077,-0.4263,5.862795759162277e-05,-0.2523,True
LRP5L,-0.1716,0.12095196753002105,-0.4262,5.8735001369604536e-05,-0.2547,True
PEA15,-0.3715,0.0005447043154432712,-0.4262,5.883738895737921e-05,-0.0547,False
ABCA1,0.3701,0.0005746048471689171,0.4262,5.883472246416687e-05,0.0562,False
IL10RB,-0.1204,0.2783299725846601,-0.4262,5.885172597078133e-05,-0.3058,True
BHLHB9,-0.0624,0.5754365829320467,-0.426,5.948854926081114e-05,-0.3636,True
BSND,-0.2202,0.045469539061261166,-0.4259,5.9742807957286414e-05,-0.2057,True
RNF31,-0.1719,0.12022314460376808,-0.4259,5.964893058658753e-05,-0.254,True
SPTLC1,-0.4191,8.02346544381973e-05,-0.4256,6.041151520202911e-05,-0.0065,False
ZDHHC6,0.2295,0.03685765240066142,0.4255,6.070463958059051e-05,0.196,False
GNG5,-0.1382,0.21281427623216573,-0.4253,6.1192918070876e-05,-0.2871,True
KLF12,0.3115,0.004145948844195021,0.4253,6.131184177007732e-05,0.1137,False
NKTR,-0.195,0.07724744154979386,-0.425,6.19523698376866e-05,-0.23,True
KIF15,-0.3023,0.005469975659733699,-0.425,6.219611155909272e-05,-0.1226,False
MIER2,-0.1539,0.16476556886518195,-0.4249,6.229790825005357e-05,-0.271,True
MYADM,-0.2573,0.01885345326102885,-0.4248,6.249470538715005e-05,-0.1675,False
TNFRSF19,0.0717,0.5197106014178607,0.4248,6.273768201465103e-05,0.3531,True
PABPC3,0.0701,0.5288505968755304,0.4247,6.291705535231447e-05,0.3546,True
PPM1A,0.1959,0.0759155547130588,0.4247,6.277809042036198e-05,0.2288,True
ISLR2,-0.352,0.0011004237935637736,-0.4247,6.284012448067323e-05,-0.0727,False
IL1RL2,-0.3745,0.0004875344378261784,-0.4247,6.28313424088078e-05,-0.0503,False
HIST1H2BJ,-0.4184,8.26743821331285e-05,-0.4244,6.367394627826897e-05,-0.006,False
KIAA0907,-0.4243,6.414351274347825e-05,-0.4244,6.381277994271608e-05,-0.0001,False
LARP7,-0.3955,0.00021520237261546876,-0.4242,6.419343361742886e-05,-0.0287,False
CRISPLD2,-0.2605,0.017373136925339715,-0.4242,6.441842323202993e-05,-0.1636,False
PANX1,-0.2227,0.04298830800137109,-0.4239,6.52334179060636e-05,-0.2011,True
XRCC3,-0.4158,9.252200572000393e-05,-0.4237,6.57192378884504e-05,-0.0079,False
RABGGTB,0.4235,6.62019761370836e-05,0.4236,6.58631493322703e-05,0.0001,False
TAZ,-0.1525,0.16868309392982458,-0.4236,6.607443866109305e-05,-0.2711,True
HEY1,-0.2668,0.014770009444205048,-0.4236,6.589185639215903e-05,-0.1569,False
NPHP3,-0.422,7.089541406513012e-05,-0.4235,6.625594312088892e-05,-0.0015,False
HAL,-0.3361,0.0018963465759663462,-0.4235,6.63879581078505e-05,-0.0874,False
ARX,0.2613,0.01705089688499273,0.4233,6.6834997824286e-05,0.1621,False
SELE,-0.3604,0.0008186395010174629,-0.4232,6.724046302914787e-05,-0.0628,False
MCM3,-0.2011,0.0682816506443361,-0.4232,6.720539484334097e-05,-0.2221,True
CHRD,0.3821,0.0003638591937721633,0.423,6.763121458006947e-05,0.0409,False
DHX58,-0.1205,0.2779816250872347,-0.423,6.775939425750545e-05,-0.3025,True
SH3YL1,0.4146,9.746128522614879e-05,0.423,6.78473703671388e-05,0.0084,False
ATP5A1,0.4179,8.476155467727569e-05,0.4229,6.808570021139311e-05,0.005,False
IZUMO4,0.4194,7.918230260094677e-05,0.4229,6.818845473893714e-05,0.0034,False
LIG1,-0.3039,0.005227495761224584,-0.4228,6.822455880345228e-05,-0.119,False
SLITRK2,0.4163,9.067001091143194e-05,0.4227,6.862208390337559e-05,0.0064,False
SMTN,0.3651,0.0006897086480889693,0.4227,6.854247109016684e-05,0.0577,False
SPRY1,-0.3348,0.0019737835492677058,-0.4226,6.900711606838777e-05,-0.0877,False
NAP1L3,-0.0685,0.5381932298581567,-0.4226,6.900155982310373e-05,-0.3541,True
CCDC94,-0.279,0.010634758924963468,-0.4226,6.908489669006483e-05,-0.1435,False
BOK,0.3634,0.0007340746427678677,0.4225,6.914286356040569e-05,0.0592,False
ZBTB49,-0.3851,0.00032426466359838604,-0.4222,7.008876692161195e-05,-0.0371,False
MOCS3,-0.3191,0.0032738185070154044,-0.4222,7.009404541636649e-05,-0.1031,False
ZP2,0.3986,0.00019011074612305438,0.4221,7.045246573625305e-05,0.0236,False
MAFK,0.1682,0.12858321183294205,0.4219,7.115363968093664e-05,0.2537,True
YTHDF3,0.1034,0.35226410987920515,0.4218,7.13165061459361e-05,0.3184,True
WDR26,0.1505,0.17458133651774668,0.4217,7.186030515351328e-05,0.2712,True
IQCB1,-0.1566,0.15745081730251803,-0.4217,7.167100227795042e-05,-0.2651,True
SRI,-0.1394,0.20872513405948803,-0.4217,7.166109918955095e-05,-0.2823,True
TMEM41B,-0.4011,0.00017134589343124003,-0.4216,7.209517743161662e-05,-0.0205,False
RHOH,0.2873,0.008450138289174491,0.4215,7.247341207869695e-05,0.1342,False
GLDC,0.0661,0.5524981656397983,0.4213,7.292137462220869e-05,0.3552,True
AMFR,-0.3852,0.0003233277442705883,-0.4213,7.293315666689681e-05,-0.0361,False
IGFALS,0.2073,0.0599979172436934,0.4212,7.328327984876288e-05,0.2139,True
CTSK,-0.4051,0.00014549851415346355,-0.4212,7.322921354258838e-05,-0.0162,False
KATNB1,-0.236,0.03172585987728849,-0.421,7.410091865649213e-05,-0.185,False
CCDC103,0.4098,0.00011940398801532871,0.4209,7.428031370839062e-05,0.0111,False
WASF3,-0.4205,7.548814352905859e-05,-0.4207,7.501418330735147e-05,-0.0001,False
VMA21,-0.4193,7.960426260080841e-05,-0.4207,7.499237197800981e-05,-0.0014,False
VDAC3,-0.3767,0.0004482588278822057,-0.4206,7.535898739597804e-05,-0.0439,False
GSTP1,-0.1755,0.11242535464855011,-0.4206,7.520088481752358e-05,-0.2451,True
TNFAIP8,-0.3743,0.000490601266918085,-0.4205,7.547515902218753e-05,-0.0462,False
REM2,-0.2735,0.01234328237654529,-0.4205,7.56727561737744e-05,-0.1469,False
ADAR,-0.3951,0.00021875402916238948,-0.4205,7.569601005395607e-05,-0.0254,False
ANXA2P3,-0.3773,0.0004374270238665872,-0.4205,7.543459251174018e-05,-0.0432,False
CHST10,-0.244,0.026231596641171872,-0.4204,7.594429360987124e-05,-0.1764,False
ZBED6CL,-0.2207,0.0449715434644155,-0.4204,7.60404187943798e-05,-0.1997,False
GRAMD1A,-0.3149,0.003732441322459493,-0.4204,7.594817023655995e-05,-0.1054,False
CRYBB1,0.1835,0.09675921728093449,0.4203,7.630175272139798e-05,0.2368,True
ACTL8,0.2254,0.04045293826802496,0.4202,7.643350444391189e-05,0.1948,False
VN1R1,-0.4192,7.996095630879744e-05,-0.4202,7.64727725920574e-05,-0.001,False
IL7R,0.4193,7.969721361679413e-05,0.4202,7.652334209686148e-05,0.0009,False
SLC10A3,-0.3252,0.0027016855926212703,-0.4202,7.644319559843622e-05,-0.095,False
CFD,-0.2634,0.01611004702638651,-0.4201,7.693084894157177e-05,-0.1566,False
FAM122A,0.2603,0.017456975269130565,0.4201,7.6944685731245e-05,0.1598,False
