gene,r_pc1,r_pc2,r_depth,clean_r,dominant
FAM122A,0.7848,0.2603,0.7848,0.4201,depth
ALKBH7,0.7322,0.286,0.7322,0.42,depth
FOXP1-IT1,0.4112,-0.3827,0.4112,-0.4198,depth
SGCG,0.0283,-0.4195,0.0283,-0.4197,PC2
GOSR2,0.0304,0.4195,0.0304,0.4197,PC2
SALL3,0.4316,0.3784,0.4316,0.4195,depth
LDHB,0.2151,0.4095,0.2151,0.4194,PC2
TRMT6,0.0706,-0.4183,0.0706,-0.4193,PC2
C1orf74,-0.7541,0.2753,-0.7541,0.4192,depth
MYO1E,0.3676,-0.3899,0.3676,-0.4192,PC2
POLA1,-0.7974,-0.2528,-0.7974,-0.4189,depth
MLC1,-0.685,-0.3051,-0.685,-0.4188,depth
ACSL3,0.2351,-0.4069,0.2351,-0.4187,PC2
LAPTM4A,0.7999,0.2513,0.7999,0.4186,depth
NSMAF,0.5956,-0.3362,0.5956,-0.4185,depth
ZNF781,-0.7828,-0.2604,-0.7828,-0.4185,depth
MFF,0.6096,-0.3317,0.6096,-0.4184,depth
SLC6A1,-0.8302,-0.2331,-0.8302,-0.4182,depth
PITPNM1,-0.7934,-0.2545,-0.7934,-0.4181,depth
CDADC1,0.7385,0.2819,0.7385,0.4181,depth
ZDHHC17,0.1569,-0.4128,0.1569,-0.4179,PC2
FAM20C,-0.836,0.2293,-0.836,0.4179,depth
IER3IP1,0.7453,0.2786,0.7453,0.4179,depth
VMO1,-0.7272,-0.2868,-0.7272,-0.4178,depth
GPR1,-0.7781,-0.2623,-0.7781,-0.4176,depth
C2orf47,-0.6308,0.324,-0.6308,0.4175,depth
KLF5,-0.4463,-0.3736,-0.4463,-0.4175,depth
SPRY4,0.4746,-0.3675,0.4746,-0.4175,depth
EWSR1,-0.8323,-0.2314,-0.8323,-0.4174,depth
ANK3,0.4816,0.3658,0.4816,0.4174,depth
CA12,0.2246,0.4068,0.2246,0.4174,PC2
CES1,-0.6986,-0.2986,-0.6986,-0.4173,depth
ABHD12,0.6092,-0.3307,0.6092,-0.417,depth
PDE3B,0.677,0.3068,0.677,0.4169,depth
PCDHB13,0.8184,-0.2395,0.8184,-0.4167,depth
LOC338963,0.5237,-0.355,0.5237,-0.4167,depth
COL6A3,-0.6712,-0.3089,-0.6712,-0.4167,depth
CRX,0.774,0.2638,0.774,0.4166,depth
TUBA1B,0.4684,-0.3681,0.4684,-0.4166,depth
AIG1,-0.7772,0.262,-0.7772,0.4164,depth
SCN7A,-0.8057,0.2464,-0.8057,0.416,depth
COLGALT1,-0.3143,-0.3948,-0.3143,-0.4159,PC2
ENTPD7,-0.8016,-0.2486,-0.8016,-0.4159,depth
ANAPC13,-0.4694,-0.3672,-0.4694,-0.4158,depth
ID3,-0.4397,-0.3734,-0.4397,-0.4158,depth
HOXD4,-0.6078,-0.3301,-0.6078,-0.4157,depth
EARS2,0.637,0.3203,0.637,0.4155,depth
PIM1,0.7783,-0.2609,0.7783,-0.4155,depth
NOP14,0.2089,0.406,0.2089,0.4152,PC2
RNASEH2A,-0.8508,-0.2181,-0.8508,-0.415,depth
TRAF3IP1,0.502,0.3586,0.502,0.4146,depth
CRLS1,-0.8151,0.2402,-0.8151,0.4146,depth
SFXN5,-0.4399,0.3724,-0.4399,0.4146,depth
HEBP1,-0.4321,-0.3738,-0.4321,-0.4145,depth
AKNAD1,-0.0414,-0.4141,-0.0414,-0.4144,PC2
PLCB1,-0.7942,-0.2518,-0.7942,-0.4144,depth
NTAN1,-0.6938,-0.2984,-0.6938,-0.4144,depth
NAP1L1,0.8153,-0.2398,0.8153,-0.4141,depth
EMG1,0.2067,-0.405,0.2067,-0.4139,PC2
SIMC1,0.521,-0.3533,0.521,-0.4139,depth
LINC00284,0.1273,-0.4103,0.1273,-0.4137,PC2
ERC1,-0.2531,-0.4002,-0.2531,-0.4137,PC2
AAR2,0.2112,-0.4043,0.2112,-0.4136,PC2
C21orf59,-0.8132,-0.2407,-0.8132,-0.4135,depth
SIGLEC15,0.4033,0.3784,0.4033,0.4135,depth
RRNAD1,-0.0612,-0.4128,-0.0612,-0.4135,PC2
FAIM2,0.8388,-0.225,0.8388,-0.4132,depth
RIMS2,0.3333,-0.3894,0.3333,-0.4131,PC2
TMEM37,-0.4082,0.3771,-0.4082,0.4131,depth
KHDRBS1,-0.5708,-0.3391,-0.5708,-0.413,depth
GNE,-0.8255,-0.2331,-0.8255,-0.413,depth
CYB5R1,-0.2938,0.3948,-0.2938,0.413,PC2
LBX2-AS1,0.716,0.2883,0.716,0.413,depth
SUOX,-0.4088,0.3766,-0.4088,0.4127,depth
GJA4,0.0016,-0.4126,0.0016,-0.4126,PC2
MTMR10,-0.7483,-0.2736,-0.7483,-0.4124,depth
RIMS3,-0.5682,-0.3393,-0.5682,-0.4123,depth
ZNF750,-0.4415,-0.3699,-0.4415,-0.4123,depth
NOL3,0.0807,0.4108,0.0807,0.4121,PC2
SNRNP40,-0.8372,-0.2253,-0.8372,-0.412,depth
DMTF1,0.4933,-0.3582,0.4933,-0.4118,depth
PBX3,0.6034,-0.3284,0.6034,-0.4118,depth
ZNF460,0.1639,-0.4061,0.1639,-0.4116,PC2
PACSIN1,-0.2582,0.3975,-0.2582,0.4114,PC2
CBX8,0.4227,-0.3729,0.4227,-0.4114,depth
ARSA,-0.1959,0.4033,-0.1959,0.4113,PC2
RPH3A,-0.2166,0.4014,-0.2166,0.4112,PC2
SNORD8,-0.1724,0.4051,-0.1724,0.4112,PC2
RHBDD3,0.8149,-0.2382,0.8149,-0.411,depth
FAM160B2,0.5957,-0.3299,0.5957,-0.4108,depth
PLXNA1,0.7846,-0.2547,0.7846,-0.4107,depth
EVI5L,0.532,0.3478,0.532,0.4107,depth
SLC39A4,0.7831,0.2553,0.7831,0.4106,depth
WDR88,-0.5233,0.3498,-0.5233,0.4105,depth
GNAT1,0.1488,0.4058,0.1488,0.4104,PC2
ZNF784,0.3108,0.3899,0.3108,0.4102,PC2
NRTN,-0.7373,-0.2771,-0.7373,-0.4102,depth
BDKRB2,0.8504,-0.2157,0.8504,-0.4101,depth
SEMG2,-0.7554,-0.2687,-0.7554,-0.41,depth
KCND2,-0.6022,-0.3271,-0.6022,-0.4098,depth
NME4,-0.259,-0.3957,-0.259,-0.4097,PC2
DNAH2,0.815,-0.2374,0.815,-0.4097,depth
RAN,0.0241,-0.4096,0.0241,-0.4097,PC2
CAPSL,0.4644,-0.3626,0.4644,-0.4094,depth
TFEC,-0.8545,0.2126,-0.8545,0.4094,depth
KCNJ14,-0.4885,0.3572,-0.4885,0.4094,depth
CDS1,-0.0433,-0.4088,-0.0433,-0.4091,PC2
PCDHA10,0.6568,-0.3084,0.6568,-0.409,depth
ZXDC,-0.4188,0.3714,-0.4188,0.409,depth
RRM2B,0.119,-0.406,0.119,-0.4089,PC2
AGO4,0.4391,-0.367,0.4391,-0.4085,depth
N4BP2L1,0.4995,0.3539,0.4995,0.4085,depth
AGFG1,0.742,0.2738,0.742,0.4084,depth
CELA3B,0.3399,0.3841,0.3399,0.4084,PC2
ATRN,0.3243,-0.386,0.3243,-0.4081,PC2
PREB,-0.4914,0.3555,-0.4914,0.4081,depth
VHL,0.7234,-0.2817,0.7234,-0.4081,depth
ALDH7A1,-0.855,0.2116,-0.855,0.408,depth
DAB2,-0.787,0.2517,-0.787,0.4079,depth
REL,0.4966,-0.3541,0.4966,-0.4079,depth
SOCS3,0.4756,-0.3586,0.4756,-0.4077,depth
DDX56,0.1173,0.4048,0.1173,0.4076,PC2
BLMH,-0.8169,0.2351,-0.8169,0.4076,depth
MORN4,0.6388,-0.3135,0.6388,-0.4075,depth
RRP12,-0.7187,-0.2832,-0.7187,-0.4074,depth
AKIRIN1,-0.6872,-0.2959,-0.6872,-0.4073,depth
CLEC16A,-0.7575,-0.2658,-0.7575,-0.4072,depth
ELOVL3,-0.7105,-0.2865,-0.7105,-0.4071,depth
LCNL1,0.6109,0.3223,0.6109,0.4071,depth
BOLA2,-0.7329,-0.2769,-0.7329,-0.407,depth
NARF,0.5504,-0.3398,0.5504,-0.4069,depth
LAIR2,0.1621,-0.4014,0.1621,-0.4068,PC2
DNAJA3,-0.4977,0.3528,-0.4977,0.4068,depth
CAMKMT,-0.7463,-0.2708,-0.7463,-0.4068,depth
SLC35D2,-0.828,0.2281,-0.828,0.4068,depth
FAM26E,0.1859,0.3996,0.1859,0.4067,PC2
CDKN2C,-0.0634,0.4059,-0.0634,0.4067,PC2
DUSP26,0.5377,0.3429,0.5377,0.4067,depth
TRMT112,-0.1532,-0.4019,-0.1532,-0.4067,PC2
PCDH18,-0.0649,-0.4057,-0.0649,-0.4066,PC2
BMPR1B,0.1836,-0.3997,0.1836,-0.4066,PC2
MACROD2,0.1148,-0.404,0.1148,-0.4066,PC2
RGAG4,0.5641,-0.3357,0.5641,-0.4065,depth
GMPR,0.6183,-0.3195,0.6183,-0.4064,depth
CDC34,0.8297,0.2268,0.8297,0.4063,depth
PPP2R2B,-0.6696,-0.3018,-0.6696,-0.4063,depth
ARPC1A,0.8004,-0.2436,0.8004,-0.4063,depth
MRE11A,0.2287,-0.3955,0.2287,-0.4063,PC2
RCC2,-0.8463,-0.2165,-0.8463,-0.4063,depth
LYPD5,-0.57,-0.3337,-0.57,-0.4062,depth
NDP,-0.6075,-0.3226,-0.6075,-0.4061,depth
ABCA8,-0.3804,0.3756,-0.3804,0.4061,depth
CLINT1,-0.5807,-0.3306,-0.5807,-0.4061,depth
ST8SIA1,-0.6118,-0.3212,-0.6118,-0.4061,depth
TMEM231,-0.149,-0.4015,-0.149,-0.406,PC2
UNC119,0.7439,-0.2713,0.7439,-0.406,depth
RAD54B,-0.5805,-0.3306,-0.5805,-0.406,depth
CA5B,0.5871,-0.3286,0.5871,-0.4059,depth
MRGPRF,-0.849,0.2144,-0.849,0.4057,depth
HMGB2,-0.1303,-0.4021,-0.1303,-0.4056,PC2
COA4,0.8057,0.2402,0.8057,0.4055,depth
RPL27A,0.0693,-0.4045,0.0693,-0.4055,PC2
MLH1,0.838,-0.2212,0.838,-0.4055,depth
CELSR3,0.8537,-0.2112,0.8537,-0.4055,depth
DHRS2,0.6892,-0.2937,0.6892,-0.4053,depth
APOB,-0.2766,0.3895,-0.2766,0.4053,PC2
SH3D19,-0.7508,0.2676,-0.7508,0.4051,depth
POLRMT,0.4223,0.3672,0.4223,0.4051,depth
SSPN,-0.7492,-0.2683,-0.7492,-0.4051,depth
MARK2,0.3443,-0.3803,0.3443,-0.4051,PC2
THAP8,0.4142,0.3687,0.4142,0.405,depth
ELOVL5,-0.4089,0.3693,-0.4089,0.4047,depth
ITGAV,0.647,-0.3086,0.647,-0.4047,depth
COL1A2,0.6459,-0.3089,0.6459,-0.4046,depth
CLIC1,-0.5289,-0.3433,-0.5289,-0.4045,depth
ARL6IP1,-0.6468,-0.3084,-0.6468,-0.4043,depth
PDE9A,-0.4709,-0.3567,-0.4709,-0.4043,depth
RPS19BP1,0.0898,0.4025,0.0898,0.4041,PC2
MYCL,0.384,0.3731,0.384,0.4041,depth
ITGA9,-0.7269,-0.2774,-0.7269,-0.404,depth
NFX1,-0.0601,-0.403,-0.0601,-0.4038,PC2
CHPT1,-0.1981,0.3956,-0.1981,0.4036,PC2
ATP7A,0.686,-0.2937,0.686,-0.4036,depth
NDUFAB1,0.2815,0.3873,0.2815,0.4036,PC2
IGSF3,0.2709,-0.3885,0.2709,-0.4036,PC2
VAMP2,0.5452,-0.3383,0.5452,-0.4036,depth
FIP1L1,-0.7591,-0.2626,-0.7591,-0.4034,depth
PLEKHF1,0.4974,-0.35,0.4974,-0.4034,depth
EXOC6,0.7352,-0.2735,0.7352,-0.4034,depth
ARHGEF18,-0.7984,-0.2429,-0.7984,-0.4034,depth
ARPC5L,0.8024,-0.2407,0.8024,-0.4034,depth
PARD3,0.8303,0.2247,0.8303,0.4032,depth
METRN,0.8422,0.2174,0.8422,0.4032,depth
SMARCA1,-0.3796,-0.373,-0.3796,-0.4031,depth
FAHD1,-0.83,0.2247,-0.83,0.4029,depth
CLCN6,-0.5464,0.3374,-0.5464,0.4029,depth
TRAPPC3,-0.8325,0.2231,-0.8325,0.4028,depth
CDKN1C,-0.5635,0.3328,-0.5635,0.4028,depth
OAS1,0.7526,0.2651,0.7526,0.4026,depth
RANBP1,-0.2825,-0.3861,-0.2825,-0.4025,PC2
KRT24,-0.7725,-0.2556,-0.7725,-0.4025,depth
PFDN4,0.7662,-0.2586,0.7662,-0.4024,depth
USP44,-0.7574,-0.2628,-0.7574,-0.4024,depth
OBSCN,0.7094,-0.2835,0.7094,-0.4023,depth
LHX9,-0.1046,0.4001,-0.1046,0.4023,PC2
PCMTD2,0.8398,-0.2184,0.8398,-0.4023,depth
PTER,0.4151,0.3657,0.4151,0.402,depth
TMEM104,0.7228,-0.2778,0.7228,-0.402,depth
CARM1,-0.8638,-0.2025,-0.8638,-0.4019,depth
SLCO4A1,0.4074,-0.3671,0.4074,-0.4019,depth
ZNF746,-0.7777,-0.2526,-0.7777,-0.4018,depth
COL4A1,-0.022,-0.4016,-0.022,-0.4017,PC2
CYB5R2,-0.8263,-0.2261,-0.8263,-0.4014,depth
DHX40,-0.7905,-0.2458,-0.7905,-0.4014,depth
LRP4,-0.1116,-0.3989,-0.1116,-0.4014,PC2
BOD1,-0.4721,0.3538,-0.4721,0.4013,depth
ASNS,0.022,-0.4011,0.022,-0.4012,PC2
DDX25,-0.8459,-0.214,-0.8459,-0.4012,depth
CNBP,0.6358,-0.3095,0.6358,-0.401,depth
PIK3CD,0.6043,0.3194,0.6043,0.4009,depth
KIAA0513,0.4642,-0.355,0.4642,-0.4008,depth
NUDT16,0.191,0.3934,0.191,0.4007,PC2
ZCCHC17,0.3749,-0.3715,0.3749,-0.4007,depth
GABRE,-0.6625,-0.3001,-0.6625,-0.4007,depth
TSPO,-0.8371,-0.2191,-0.8371,-0.4006,depth
TMEM253,0.786,-0.2477,0.786,-0.4006,depth
FBN1,0.3944,-0.3681,0.3944,-0.4006,depth
EDA2R,0.5613,0.3314,0.5613,0.4004,depth
MED28,-0.1145,-0.3977,-0.1145,-0.4003,PC2
SST,0.3178,-0.3795,0.3178,-0.4003,PC2
PGK1,0.7889,-0.2459,0.7889,-0.4001,depth
TRIM5,-0.432,-0.3607,-0.432,-0.4,depth
